TickerStock;TickerETF;TickerFuture;TickerIndex;TickerFundMutual;TickerCurrency
0715-OL.HK;;;^RUFAPXJ;;
2900.HK;;;^FUM;;
0603-OL.HK;;;^RUFTWNUS;;
1141-OL.HK;;;^RUFTHTRJ;;
TCV.BE;;;^SPSCFIP;;
1182.HK;;;^RUFMTRJP;;
1063-OL.HK;;;^RUFTWNJP;;
0085.HK;;;^RUFDXUSU;;
0647-OL.HK;;;000052.SS;;
2366-OL.HK;;;^NQUSS3726GBPT;;
0111-OL.HK;;;^RUFSWNGB;;
HK51.F;;;^RUFEUZNE;;
MDOB.L;;;^RUFTHTRG;;
UEM.L;;;^RUFATRJP;;
SXYA.SG;;;^SMEZ-TC;;
0321.HK;;;^NQUSS8532T;;
0681-OL.HK;;;^RUFGTRJP;;
8130.HK;;;0KP3.Z;;
L34.SI;;;^RUFEUNU;;
0110-OL.HK;;;^RAFILCTR;;
1124.HK;;;^RUFDELTE;;
0114-OL.HK;;;^RUFCNNEU;;
1159.HK;;;^RUFDVC7E;;
0085-OL.HK;;;^RUFCNTRE;;
0547-OL.HK;;;^RUFAPXJT;;
0983-OL.HK;;;^RUFSWTRG;;
0674.HK;;;^RUFCNTRU;;
0366-OL.HK;;;^NQUSS8532CAD;;
0731.HK;;;^RUFUSREN;;
CL1A.MU;;;^RAFILGTR;;
LBJ.BE;;;^RUFIDTRU;;
0750-OL.HK;;;^RUFDINNJ;;
0706.HK;;;^RUFDITRJ;;
0918-OL.HK;;;^RUFEZLE;;
0431.HK;;;^RUFDELU;;
TPV.MU;;;^RUFSWNUS;;
3886.HK;;;^RUFEUSU;;
BMIN4F.SA;;;^RUFNNJPY;;
0346.HK;;;^RUFIDNJP;;
BMP.BE;;;^RUFDEUTE;;
0678-OL.HK;;;^NQUSS8532AUDT;;
0298.HK;;;^RUFSWETR;;
8016-OL.HK;;;^RUFDXLTU;;
1196.HK;;;^NQUSB3726GBP;;
LNH.SG;;;^PCEFTR;;
BMI.F;;;^RUFDXULU;;
0432.HK;;;^RUFSNGBP;;
4OWA.F;;;^RUFATRGB;;
BML.V;;;^RUFAPTU;;
CBA.SG;;;^SP500-25201020;;
BMMEF;;;^RUFANGBP;;
HLNGO.ST;;;^RUFRTRJP;;
PMU.F;;;^RUFDINNE;;
0482-OL.HK;;;^NQUSS3726JPYN;;
0082.HK;;;^NQUSB3726CAD;;
BMIN9.SA;;;^RUFTWNEU;;
BOL.L;;;^SMEZ-SO;;
0276.HK;;;^RUFDCTRE;;
0859-OL.HK;;;^RUFGBLNU;;
CDWHF;;;^NQUSB8532CAD;;
1207-OL.HK;;;^RUFGELL;;
H4W.SG;;;^RUFTHNGB;;
2689-OL.HK;;;^NQUSS8532JPYN;;
G80.F;;;^NQUSB3726AUDT;;
0904-OL.HK;;;^RUFNETHPR;;
NBI.DU;;;^RUFJNUSD;;
D38.SI;;;^RUFGUSD;;
1220.HK;;;^RUFTWTRU;;
BMEB4F.SA;;;^RUFTWPR;;
MVL.HM;;;^NQUSS8532EURT;;
GUO.F;;;^NQUSB3726EUR;;
1160.HK;;;^NQUSS3726EUR;;
1196-OL.HK;;;^RUFSNJPY;;
0251-OL.HK;;;^RUFDCTRJ;;
BMYMP;;;^RUFSTRUS;;
TXW.BE;;;^RUFNTRUS;;
ENB-PFC.TO;;;^RUFMTREU;;
0915.HK;;;^SPAUDFP;;
T76.BE;;;^NQUSS3726T;;
ESK.BE;;;^RUFEULTU;;
SMID.MU;;;^RUFSTRJP;;
0726-OL.HK;;;^NQUSS3726AUDN;;
0162.HK;;;27254769.Z;;
LRG.BE;;;^SP400-25201020;;
LNH.F;;;^RUFEUZNU;;
ORG.BE;;;^RUFTHTRE;;
8306-OL.HK;;;^RUFMTRGB;;
HVP.SG;;;^RUFFINTR;;
8120-OL.HK;;;^NQUSB8532AUDN;;
0334-OL.HK;;;^NQUSB3726EURN;;
CRDC.F;;;^NQUSS3726AUDT;;
0380.HK;;;24800200.SG;;
1768.HK;;;^RUFSWNJP;;
EM3A.F;;;^RUFDELTU;;
0418-OL.HK;;;^SPSFFIP;;
VI3.F;;;^SPADFP2L;;
8076-OL.HK;;;^RUFGXRET;;
CFNB.F;;;^RUFJTRUS;;
CUH2.F;;;^NQUSB8532CADN;;
SEAJ.OL;;;^RUFCAPR;;
S94.BE;;;24801847.SG;;
NBI.MU;;;^RUFSTREU;;
S9A.BE;;;^RUFUST1T;;
PURE.L;;;^NQUSB8532GBPN;;
0544-OL.HK;;;^RUFJPNPR;;
OYD.F;;;^RAFISGTR;;
6828.HK;;;^RUFMALPR;;
CFNB.MU;;;^RAFIMGTR;;
0754-OL.HK;;;^RUFRNEUR;;
KYL.F;;;^NQUSB8532JPYT;;
BMPS.MDD;;;^RUFGELTU;;
0689-OL.HK;;;^RUFDEURE;;
0593-OL.HK;;;^RUFGDLNL;;
0582-OL.HK;;;^SMEZ-NV;;
0099-OL.HK;;;^RUFGDLU;;
BMW.DU;;;^RUFRNGBP;;
LU4.F;;;^QWLD-SO;;
GDC.F;;;^RUFGELNU;;
0876-OL.HK;;;^RUFGLNU;;
8017-OL.HK;;;^NQUSS8532JPY;;
0855-OL.HK;;;^NQUSS3726GBP;;
GDC.BE;;;^NQUSS3726GBPN;;
BMW.SW;;;^NQUSS3726JPY;;
BMA.CN;;;^RUFGDNU;;
BMS.L;;;^RUFUST1;;
TEL1.BE;;;^RUFGTRUS;;
OZ9.DE;;;^NQUSB8532AUD;;
BMP.SG;;;^RUFSNUSD;;
1218-OL.HK;;;^RUFMNJPY;;
LIL3.BE;;;^RUFGESTU;;
MG3B.F;;;^RUFRTREU;;
1094-OL.HK;;;^SP600-25201020;;
0315-OL.HK;;;^RAFIMCTR;;
CGR.BE;;;^RAFIMG;;
5HG.F;;;000011.SS;;
0417-OL.HK;;;^RUFSINJP;;
BMW.TI;;;^RUFRUPR;;
0460-OL.HK;;;^RUFJTRJP;;
F11.SI;;;^RUFMTRUS;;
5E3B.F;;;^RUFGDUSD;;
FPO.MU;;;24816099.SG;;
0190-OL.HK;;;^MLPMP;;
GDC.SG;;;^SP600-10102050;;
0723-OL.HK;;;^RUFTHNEU;;
2123.HK;;;^RUFCNUS;;
CTH.MU;;;^RUFDCTRU;;
EBZ.HM;;;^NQUSS8532AUDN;;
PLJ1.BE;;;^NQUSB3726GBPN;;
0526-OL.HK;;;^RUFSITRU;;
1298.HK;;;^RUFVC7ER;;
C41.BE;;;^NQUSB3726JPYT;;
1169-OL.HK;;;^RUFNNGBP;;
C8G1.MU;;;24800740.SG;;
1038-OL.HK;;;^NQUSB8532GBP;;
0371.HK;;;^RUFDXSNU;;
0641-OL.HK;;;^RUFGSTU;;
0517-OL.HK;;;^NQUSB3726T;;
0858-OL.HK;;;^NQUSS3726EURN;;
0261-OL.HK;;;^RUFTHNJP;;
FRHN.BE;;;24801977.SG;;
SN6.F;;;^SPSCFIT;;
CHY1.BE;;;OMEP.EX;;
0651-OL.HK;;;^RUFUSRET;;
1060.HK;;;^NQUSS3726N;;
GUW.F;;;^SPEUFTR;;
0659-OL.HK;;;^NQUSS3726CADT;;
L22.SI;;;^RUFANEUR;;
CHH.SG;;;^NQUSB3726AUD;;
MVL.MU;;;^RUFGXUNU;;
HU8.BE;;;^RUFRNJPY;;
BRTPF;;;^REVWIT;;
KOS.F;;;^RUFTWTRG;;
FRLN.BE;;;^RUFSINGB;;
MJD1.MU;;;FWIPCNR.Z;;
RBSFY;;;FWIPU.Z;;
0082-OL.HK;;;FWIPNR.Z;;
C3Q1.MU;;;FX7.Z;;
BMO-PL.TO;;;^FXT;;
3IW.BE;;;FXXP.EX;;
PVEN.MU;;;^PZO;;
1NC.BE;;;FXK.Z;;
8176-OL.HK;;;FZ.V;;
VLCCF.OL;;;^SPGSHU;;
0378.HK;;;^SP500-551020;;
0738-OL.HK;;;^NQUSS5752CADT;;
WNZ7.MU;;;^SP600-25301010;;
BME.V;;;^NQUSS5752EURN;;
0718-OL.HK;;;^NQUSS5752GBPN;;
BMED.IL;;;^SPGSNG;;
BMR.L;;;^NQUSS5752GBP;;
0355.HK;;;^NQUSS5752CADN;;
VALF.EX;;;^SP600-55102010;;
DOCKF;;;^NQUSB5752LMCAD;;
0938-OL.HK;;;24951060.SG;;
HLH.BE;;;^SP600-551020;;
HC7B.SG;;;^NQUSL7570N;;
EBZ.SG;;;^NMX7570;;
INV.TO;;;^NQUSS5752N;;
BNPVP;;;^NQUSM7570AUD;;
BNBI;;;^SP400-10102030;;
TWC.TO;;;^NQUSS7570GBPT;;
TEP-UN.V;;;^WAGR;;
SKBNK.IS;;;WIAUS0530.L;;
SCNP;;;^NQUSL7570AUDN;;
RUF-UN.V;;;^NQUSB5752LMEURT;;
RTI.V;;;^NQUSB7570LMGBPT;;
RTG.TO;;;^NQUSB5752LMEURN;;
RGDCF;;;UB0500.FGI;;
PDM.V;;;^NQUSB7570LMT;;
MOC.V;;;^NQUSS7570JPY;;
MCI.V;;;^NG35.OS;;
IML.V;;;^NQUSS7570EUR;;
HBF-UN.TO;;;^NQUSS5752EURT;;
GULSF;;;^NQUSM7570CAD;;
GR.V;;;^SP500-25301010;;
GMYOY;;;^NQUSM7570EUR;;
GMV.V;;;^NQUSS7570EURN;;
GEOJITBNPP.NS;;;^NQUSB7570LMJPYT;;
FNREF;;;^SP400-25301010;;
EX.V;;;WIAUT0530.L;;
DVG.V;;;^NQUSB7570LMEUR;;
DMC-P.V;;;^NQUSB5752LMJPYT;;
CYM.V;;;^NQUSM7570CADT;;
CPE-H.V;;;^SEBCGASL;;
CM-PO.TO;;;^WAGRE;;
CLI.V;;;^SP400-55102010;;
BSC-PB.TO;;;^SP400-551020;;
BPS-PU.TO;;;^NQUSB5752LMAUDN;;
BNZL.L;;;31560395.SG;;
BNS-PD.TO;;;C5752P.SW;;
BNPUF;;;^NQUSB5752LMGBPN;;
BNPQF;;;^NQUSB5752LMJPY;;
BNPN.MX;;;^NQUSM7570JPYT;;
BNP.MI;;;^NQUSB5752LMEUR;;
BNP.F;;;^NQUSS5752CAD;;
BNP.DE;;;^NQCIGOER;;
BNKCAP.BO;;;^NQUSL7570CAD;;
BNHLF;;;WIITA0530.L;;
BNEFF;;;^NQUSB7570LMJPYN;;
BNE.F;;;^SP500-55102010;;
BNE.BE;;;C5752T.SW;;
BND.PA;;;^NQCINGTR;;
BNANJEN.BO;;;^NQUSM7570GBPN;;
KLNMA.IS;;;^NQUSB7570LMGBPN;;
TRX.V;;;^NQUSL7570AUD;;
BNZF.EX;;;^NQUSS5752T;;
BNR.SW;;;^SPGSHUP;;
NEW-PD.TO;;;^NQUSB7570T;;
BND15.BA;;;^NQUSS7570;;
HMK.CN;;;^NQUSM7570EURN;;
EMA-PF.TO;;;WIUSA0530.FGI;;
WSBLY;;;^NQUSB0537LM;;
NVV.V;;;^NQAU0001LM;;
S-PO.TO;;;^NQUSS0001EUR;;
B12.F;;;^NQEURO0001T;;
BN3N5.BA;;;WITWN0001.L;;
BNL-H.V;;;^NQIN0001EURN;;
FIN.CN;;;^NQUSL0530AUD;;
BNL17.BA;;;^NQDMEU0001N;;
BNT1.DU;;;^NQUSB7570AUDT;;
BNDP-DEB62L1.SA;;;^NQRU0001LMJPYN;;
BNS-PY.TO;;;^NQAU0001AUDT;;
FRN.V;;;^NQASPA0001EURT;;
BNZ.SG;;;^NQIN0001AUDN;;
BPS-PA.TO;;;^NQUSS0530GBPN;;
28041515.BE;;;^NQJP0001LMEURN;;
BN2N5.BA;;;^NQDMASIA0001EUR;;
TEBNK.IS;;;^NQDM0001LMN;;
KYM1.F;;;^NQDMASPA0001GBPT;;
BNDP-DEB62B0.SA;;;^NQG0001;;
GXU.CN;;;^NQMY0001MYR;;
RJCP11.SA;;;^NQDMEU0001LMAUD;;
BNP.SW;;;^NQEM0001LMT;;
BNII-R.JK;;;^NQEMEU0001EUR;;
BNDP-DEB53L0.SA;;;^NQTH0001LMAUDN;;
HSM.CN;;;^NQIN0001GBP;;
GEOJITBNPP-EQ.NS;;;^NQASIA0001CADT;;
BNFS11.SA;;;^NQJP0001EUR;;
BNR.BE;;;^NQG0001EUR;;
BNRN.MX;;;^NQIN0001LMEUR;;
BNDT;;;^NQIN0001T;;
BNR.SG;;;^NQEMEU0001LMN;;
SOX-DB.TO;;;^NQASIA0001GBPT;;
RY-PH.TO;;;^NQEM0001EURT;;
IDVL11F.SA;;;^NQUSB0001LMCADN;;
BNC.L;;;^NQIN0001AUDT;;
BNE.AX;;;^NQNO0001LMJPYN;;
BN91.F;;;^NQASPA0001LMGBPT;;
RJCP11F.SA;;;^NQEURO0001AUDT;;
PDGR11F.SA;;;^NQUSB7570LMJPY;;
PDGR11.SA;;;^NQUSB7570LMCADN;;
BNPJF;;;^NQEU0001GBP;;
BNP.HM;;;^NQASPA0001CADT;;
EXU.V;;;^NQASIA0001;;
OXBNP.SW;;;^NQTH0001LMGBPT;;
BNDP-DEB63L0.SA;;;^NQIN0001EURT;;
BNO.BE;;;^NQTH0001CADN;;
BNS-PA.TO;;;^NQUSS7570CADT;;
PPA.V;;;^NQEMASIA0001JPY;;
0QUI.L;;;^NQUSM0001CADT;;
BNR.MU;;;^SPGSHUTR;;
IDVL11.SA;;;^NQUSB0530CAD;;
CUG.V;;;^NQEMEU0001GBPT;;
BNDP-DEB53B0.SA;;;^NQG0001N;;
BNB.BE;;;^NQCN0001GBPN;;
BNT.AX;;;^NQUSB5752T;;
BNU.BE;;;^NQASPA0001LMAUDN;;
BNT1.SG;;;^NQAU0001LMEURT;;
FDLB;;;^SP500-10102010;;
I3B.F;;;^NQDMEU0001LMCAD;;
BNDP-DEB63B0.SA;;;^NQNO0001LMAUD;;
BNR.HM;;;^NQUSB7570EUR;;
CWM.V;;;^NQUSB5752;;
BPS-PB.TO;;;TA-OG.TA;;
BNOBF;;;^NQGB0001LMGBPN;;
-PFA.TO;;;^NQCI2HRBTR;;
BNP.TI;;;^NQUSL0001JPYN;;
IOU.V;;;^NQG0001CADT;;
BNDP-DEB61L0.SA;;;WIAUS0530.FGI;;
LRVTF;;;^NQUSB0530LMCADT;;
S-PR.TO;;;^NQCN0001EURT;;
BNP.HA;;;31560397.SG;;
EFN-PE.TO;;;^NQUSB0001LMN;;
BNO.SG;;;^NQIN0001JPYT;;
BNNNF;;;^NQEM0001LMGBPN;;
HBY-H.V;;;^NQJP0001LMAUDT;;
BND.BE;;;^NQMY0001;;
-PO.TO;;;^NQCA0001CAD;;
BNORDIK-CSE.CO;;;^NQUSL0530JPY;;
S-PL.TO;;;^NQASPA0001JPYT;;
BNO.F;;;WIFIN0530.FGI;;
BNB.F;;;^NQAU0001LMCAD;;
WER.CN;;;^NQNO0001LMJPYT;;
BN9.BE;;;^NQTW0001TWDT;;
KYM1.BE;;;^NQUSB5752N;;
BNM17.BA;;;WIGRC0530.L;;
BNCM;;;^NQCA0001JPY;;
BNS.PA;;;^NQRU0001GBPN;;
BNR.AX;;;^NQDM0001T;;
BNRUDY.BO;;;^NQCA0001LMAUDN;;
COR.V;;;^NQCA0001LMAUD;;
BNN.MU;;;^NQUSB7570LMAUDN;;
BPS-PC.TO;;;^NQDM0001LMT;;
WMT.V;;;^NQES0001LMGBP;;
MTLFF;;;^NQUSL7570;;
BNJ16.BA;;;^NQUSM0530AUDT;;
BND.AX;;;^NQEM0001EURN;;
MUR.CN;;;^NQDMASPA0001AUDT;;
BNZA;;;^NQUSM0530EUR;;
BNE.SG;;;^NQUSM7570JPY;;
BN7.BE;;;^NQTW0001CAD;;
RKS.CN;;;^NQRU0001LMGBPT;;
BNP.DU;;;^NQUSL7570T;;
BNPH.EX;;;^NQJP0001GBP;;
BNNCP;;;^NQCA0001GBPT;;
BNE.DU;;;^NQDMEU0001GBP;;
BNR.F;;;^NQUSS7570JPYT;;
BNN.SG;;;^NQASPA0001CAD;;
BNDP-DEB62L0.SA;;;^SP1500-55102010;;
BSC-PC.TO;;;^NQDMASIA0001AUDT;;
B12.SG;;;^NQDMASIA0001N;;
BNV.AX;;;^NQEMEA0001CAD;;
ELSA.L;;;^NQAU0001;;
BN9.F;;;^NQAU0001LMJPYN;;
OAA.CN;;;^NQMY0001AUD;;
UC-H.V;;;^NQDMEU0001T;;
W-PD.TO;;;^NQTH0001AUD;;
S-PQ.TO;;;^NQDMASPA0001LMAU;;
BNP.SG;;;^NQIN0001GBPT;;
S-PU.TO;;;^NQCN0001LMEUR;;
9TB.F;;;^NQUSL0530GBPT;;
NHS.F;;;^NQDMASPA0001GBPN;;
BNC.CR;;;^NQAU0001LMJPY;;
FEO.V;;;^NQG0001LMAUD;;
STFKE;;;^NQUSB0530LMCAD;;
BNKPF;;;^NQUSS7570GBPN;;
BNN.BE;;;^NQCN0001CNYN;;
BNX-H.V;;;^NQG0001LM;;
BNZ090.NZ;;;^NQUSB0530LMGBPT;;
BNP.BE;;;^NQDMASPA0001AUDN;;
BNE.MU;;;^NQES0001AUDT;;
BNN.MX;;;^NQSG0001AUDT;;
BNDP-DEB61L1.SA;;;^NQMEA0001EURT;;
BNS-PZ.TO;;;^NQMY0001LMJPY;;
BNRSEC.BO;;;^NQEURO0001LM;;
BN9.SG;;;^NQMY0001LMJPYN;;
BNDP-DEB61B0.SA;;;^NQUSB0001LM;;
CCY.V;;;^NQEURO0001CADN;;
BNN.F;;;^NQJP0001LMAUD;;
BNN.DU;;;^NQASPA0001EURN;;
S-PA.TO;;;^NQMEA0001JPYN;;
B12.BE;;;^NQDM0001LMGBP;;
BNDP-DEB63L1.SA;;;^NQDMASIA0001CADN;;
BNS-PO.TO;;;^NQUSB0001LMJPYT;;
SUN.CN;;;^SP500-15101040;;
BNR.DU;;;^NQUSB5752JPYT;;
TD-PFA.TO;;;GAME.TWO;;
BNN15.BA;;;^NQCN0001LMCAD;;
BNZIF;;;^NQEMEA0001LMEURT;;
0HB5.L;;;^NQEMASIA0001LM;;
BNP.MDD;;;^NQASIA0001LM;;
BNT1.BE;;;^NQNO0001AUDT;;
CWS-H.V;;;^NQDE0001EURT;;
S-PN.TO;;;^NQUSB5752LMT;;
BNRF.EX;;;^NQRU0001LM;;
BNDPF;;;^NQMY0001LMN;;
BNGRF;;;^NQUSB0537LMJPYT;;
13893015.KS;;;^NQEM0001LMCADT;;
BN9.MU;;;^NQUSB0001AUDT;;
BNDP-DEB53L1.SA;;;^NQUSB5752AUD;;
S-PZ.TO;;;^NQDMASPA0001JPYN;;
BNT1.F;;;^NQDMEU0001LMGBP;;
BNBMF;;;^NQDMEU0001LMCADT;;
BNPCPGII-MF.NS;;;^NQUSL0001;;
BNR.V;;;^NQUSM7570T;;
BNR.HA;;;^NQAU0001CADT;;
BNALTD.BO;;;^NQMY0001AUDT;;
BNP.MU;;;^NQMY0001LMEURT;;
S-PD.TO;;;^NQNO0001NOK;;
GEOJITBNPP.BO;;;^NQMY0001EURN;;
BNS-PR.TO;;;^NQMY0001LMGBP;;
BNGYF;;;^NQCI2HRBER;;
IDM.V;;;^NQUSB0530AUDN;;
BOLL;;;^NQSG0001AUD;;
BOIVF;;;^NQEURO0001AUD;;
B10.SI;;;^NQCI2HGOTR;;
BOTX;;;^NQCN0001LMEURN;;
BOR.L;;;^NQGB0001EURT;;
BONL;;;^NQEMEA0001GBP;;
BOLC;;;^NQNO0001AUD;;
BOGN;;;^NQMY0001CADN;;
BOC.AX;;;^NQMEA0001JPYT;;
TEUCF;;;^SP600-101020;;
RIB-UN.TO;;;^NQUSB0530LMAUDT;;
PBOWN;;;^NQRU0001JPYN;;
MLD-UN.TO;;;^NQCN0001CADT;;
LWB.L;;;^NQUSM0530N;;
IFB-UN.TO;;;^NQUSM0001CADN;;
GSH.F;;;^WQW;;
GBBT;;;^NQSG0001EUR;;
GBB.PA;;;^NQDM0001EUR;;
F9D.SI;;;^NQUSB0530LMAUDN;;
F-UN.TO;;;^NQGB0001LMJPY;;
DB1N.MX;;;^NQEMASIA0001AUDT;;
BYPLF;;;^NQDMXUS0001GBPT;;
BVB.HM;;;WIJPN0530.L;;
BVB.HA;;;^NQASPA0001LMEURT;;
BSDGF;;;^NQAU0001CADN;;
BRLXF;;;^NQUSL7570JPYT;;
BRFL.BO;;;^NQUSM0530JPYT;;
BPZZF;;;^NQCA0001EUR;;
BOZZ;;;^NQEM0001LMCADN;;
BOYAF;;;^NQEMEU0001JPYN;;
BOY.L;;;^NQTW0001JPYN;;
BOUYY;;;^NQJP0001CADN;;
BOU1.F;;;^NQUSM0530GBPN;;
BORK;;;^NQDM0001CAD;;
BOREF;;;^NQUSS5752JPYT;;
BORAX.BO;;;^NQIT0001AUD;;
BOPFF;;;^NQTW0001EURT;;
BONXF;;;^NQUSS0530JPYT;;
BON.L;;;^NQNA0001LMGBP;;
BON.HA;;;WIGRC0530.FGI;;
BOMBF;;;^NQEMEU0001EURN;;
BOKGF;;;^NQUSM0001GBP;;
BOI.PA;;;^NQEMEA0001AUD;;
BOGMF;;;^NQCN0001LMT;;
BOCOF;;;^NQCA0001AUD;;
BOBNN.SW;;;^NQES0001N;;
BOB.V;;;^NQEU0001LMJPYT;;
BOALY;;;^NQTH0001CAD;;
BOALF;;;^NQG0001JPY;;
BO2.F;;;^NQEM0001LMGBPT;;
BO.MI;;;^NQDE0001EURN;;
B28.SI;;;^NQEM0001LMJPYT;;
BPU.V;;;^NQUSB7570GBPN;;
8433.TWO;;;^NQUSB0001CADT;;
9BR1.F;;;^NQDM0001LMAUDT;;
UXX.BE;;;^NQG0001GBPN;;
CC5.BE;;;^NQUSS7570CADN;;
M9U.F;;;^NQIN0001LMAUD;;
SAURAPB-B.BO;;;^NQEURO0001GBPT;;
PBOWP;;;^NQASIA0001LMCADT;;
2DD.F;;;^NQASIA0001LMJPYN;;
BVB.SW;;;^NQUSM0001;;
DB1.SG;;;^NQES0001GBPN;;
KBWA.BE;;;^NQUSM7570AUDT;;
BOL.V;;;^NQGB0001AUDT;;
BOXP34.SA;;;^NQSG0001JPYN;;
BOSS.BE;;;^NQDMXUS0001CAD;;
ITBFF;;;^NQIN0001LMEURT;;
9BI.F;;;^NQDMASIA0001JPY;;
BOL.SI;;;31560396.SG;;
BOUBF;;;^NQUSB5752JPY;;
BOSS.SW;;;^NQIT0001CADN;;
BSX.MX;;;^NQCA0001JPYN;;
BOIL.L;;;^NQASPA0001CADN;;
SKC040.NZ;;;^NQASPA0001LMJPYT;;
W8A.BE;;;^NQEM0001T;;
BOLBP;;;^NQUSB5752GBP;;
BT4.BE;;;^NQDM0001LMJPYT;;
BOSS.SG;;;^NQDM0001JPY;;
BOE.SG;;;PTOG.NX;;
BOSCHLTD6.BO;;;^NQASIA0001EUR;;
BQW.BE;;;^NQDMASPA0001N;;
9BR1.MU;;;^NQAU0001EURN;;
HQK.MU;;;^NQUSB0530;;
BOIRF;;;^NQTW0001TWD;;
BODALCHEM.NS;;;^NQAU0001LMEUR;;
BOSCHLTD.BO;;;^NQAU0001T;;
BYDC;;;^NQUSS5752GBPT;;
KBWF.EX;;;^NQSG0001JPYT;;
ISRPF;;;^NQTH0001LMCADN;;
BODALCHEM-EQ.NS;;;^NQG0001JPYN;;
B3H.F;;;^NQDMEU0001LMN;;
BOSCHLTD4.BO;;;^SPGSGOP;;
MLBOK.PA;;;WIGBR0530.FGI;;
NZB.NZ;;;^NQUSL7570JPY;;
CREWBOS6.BO;;;^NQES0001EURT;;
BOE.F;;;^NQCN0001N;;
BOF.DU;;;^NQNO0001LMGBPT;;
UVBOARDS.BO;;;WIJPN0530.FGI;;
UXX.SG;;;WIAUT0530.FGI;;
BSTGF;;;^NQUSS5752AUD;;
BOU1.MU;;;^NQUSL0001GBPN;;
BOLS.AS;;;^NQUSB7570JPYT;;
511860.SS;;;^NQRU0001JPYT;;
BSX.F;;;^NQMEA0001AUD;;
1685-OL.HK;;;^NQGB0001CADN;;
BOCON-B.CO;;;^NQNA0001LMN;;
DB1.BE;;;^NQUSS0530GBPT;;
BOP.SG;;;^NQDMASIA0001JPYT;;
VICTORYPP.BO;;;^NQEMEU0001AUDT;;
BOVA.SA;;;^GMPOG;;
BOSS.DU;;;^NQLA0001EURN;;
BOTI-L.TA;;;^NQGB0001LMAUDN;;
DB1E.EX;;;WICAN0530.FGI;;
0599-OL.HK;;;^NQDE0001GBP;;
BOBR4.SA;;;^NQEM0001LMJPYN;;
CREWBOS.BO;;;^NQUSM0001EURT;;
BON.MU;;;^NQUSS0001CADN;;
M05.F;;;^NQDE0001CAD;;
BSY.MU;;;^NQEMEA0001AUDT;;
BOEI34F.SA;;;^NQIN0001LMCADT;;
BOP.MU;;;^NQUSM7570JPYN;;
BOKGY;;;^NQJP0001LMAUDN;;
TDBOY;;;^NQNA0001GBPN;;
BOLB;;;^NQDMXUS0001AUD;;
MTSAF;;;^NQG0001LMGBPT;;
BOMSS.BO;;;^NQUSL0001EURN;;
B8D.BE;;;^NQUSB5752JPYN;;
BOB.F;;;^NQNO0001AUDN;;
0B5.F;;;^SP500-10102020;;
B3H.SG;;;^NQEMEA0001LMGBPT;;
0B5.BE;;;^NQUSL0001GBPT;;
BOSCHLTD-EQ.NS;;;^NQEM0001LMEUR;;
JBX.F;;;^NQUSB0530LMGBPN;;
62B2.F;;;^NQUSB7570AUD;;
BONE.A;;;^NQAU0001N;;
LUA.F;;;^NQDMEU0001LMEURN;;
PBW.BE;;;^NQNA0001LMT;;
3BX.MU;;;^NQTW0001EUR;;
BV2.SG;;;^NQEMEU0001CADN;;
4415.TWO;;;^NQCN0001GBPT;;
WBA.MX;;;^NQG0001JPYT;;
VIB3.MU;;;WIHKG0530.L;;
VIB3.HM;;;^NQSG0001SGDN;;
9BR1.BE;;;^NQUSB7570;;
BSX.DU;;;^NQES0001JPYT;;
DB1.DU;;;^NQEMEA0001LMJPY;;
BOI.NX;;;^NQTH0001THBT;;
INDOBORAX.BO;;;^NQEU0001JPYN;;
BSY.SG;;;^NQEM0001CADT;;
RGB.AX;;;^NQDMASPA0001CADN;;
GENUSPAPER-EQ.NS;;;^NQCN0001;;
BXO.BE;;;^NQUSS5752;;
BOP.BE;;;^NQUSS0530EURT;;
BO8.SG;;;^NQRU0001LMCADN;;
BXO.TO;;;^NQDMEU0001AUDT;;
BOU.CR;;;^NQUSL0530GBP;;
BON.F;;;^NQUSB0537LMGBPT;;
BOMSF;;;^NQUSB5752LMGBP;;
INDOBONIT.BO;;;^NQNO0001LMNOK;;
44B.F;;;^NQDMXUS0001GBP;;
B5P.F;;;^NQMY0001AUDN;;
BON.BE;;;^NQAU0001GBPN;;
LUA.SG;;;^NQG0001LMN;;
BV2.F;;;^NQEMEA0001LMGBPN;;
BO9.F;;;^NQIT0001GBPN;;
BOP.F;;;^NQDMASIA0001GBPT;;
BVHMF;;;^NQAU0001LMT;;
METSB.HE;;;WIFIN0530.L;;
BOSCHBBPH.BO;;;^NQUSM0530CADT;;
BO4.F;;;^NQUSL0530CADN;;
100.HK;;;^NQDMASPA0001EURT;;
BO9.MU;;;^NQUSM0001JPYT;;
ISARF;;;^NQLA0001EURT;;
BOU1.SG;;;^SPGSNGTR;;
CARP.PA;;;^NQG0001LMT;;
BOSSN.MX;;;^NQUSM7570GBPT;;
BOMDYEING.NS;;;^NQSG0001GBPT;;
MSRB.F;;;^NQUSM0001T;;
UXX.MU;;;^NQUSB0530JPYT;;
BOBR4F.SA;;;^NQCN0001LMCNYT;;
CEN030.NZ;;;^NQTH0001LMGBPN;;
BOMDYEING-EQ.NS;;;^NQDMEU0001LMJPY;;
0N75.L;;;^NQEMEA0001LMCADT;;
3BX.F;;;^NQIN0001LMJPYN;;
BOTY;;;^NQEU0001LMEURT;;
VIB3.BE;;;^NQEMASIA0001GBPN;;
BOP.AX;;;^NQEM0001LMAUDN;;
